response,clean_response,fieldsite,response_site,participants,date,collect_time,slow,order,pair_id
amazing,amazing,castro_vis,mission,vis,11/14/2025,21:32:50,0,2,552
frisky,frisky,castro_vis,castro,vis,11/14/2025,21:33:11,0,1,553
fucking,fucking,castro_vis,mission,vis,11/14/2025,21:33:11,1,2,553
alive,alive,castro_vis,castro,vis,11/14/2025,21:33:24,0,1,554
festive,festive,castro_vis,mission,vis,11/14/2025,21:33:24,0,2,554
fabulous,fabulous,castro_vis,castro,vis,11/14/2025,21:33:52,0,1,555
cool,cool,castro_vis,mission,vis,11/14/2025,21:33:52,0,2,555
joyous,joyous,castro_vis,castro,vis,11/14/2025,21:35:00,0,1,556
chaotic,chaotic,castro_vis,mission,vis,11/14/2025,21:35:00,0,2,556
gay,gay,castro_vis,castro,vis,11/14/2025,21:36:48,0,1,557
fun,fun,castro_vis,mission,vis,11/14/2025,21:36:48,0,2,557
gay,gay,castro_vis,castro,res,11/14/2025,13:32:35,0,1,558
cozy,cozy,castro_vis,mission,res,11/14/2025,13:32:35,0,2,558
gay,gay,castro_res,castro,res,11/14/2025,13:35:49,0,1,559
washed,washed,castro_res,mission,res,11/14/2025,13:35:49,1,2,559
colorful,colorful,castro_res,castro,res,11/14/2025,13:37:34,0,1,560
grungy,grungy,castro_res,mission,res,11/14/2025,13:37:34,1,2,560
eclectic,eclectic,castro_res,castro,res,11/14/2025,13:38:34,0,1,561
flavorful,flavorful,castro_res,mission,res,11/14/2025,13:38:34,0,2,561
freedom,freedom,castro_res,castro,res,11/14/2025,13:40:18,0,1,562
bustling,bustling,castro_res,mission,res,11/14/2025,13:40:18,1,2,562
gay,gay,castro_res,castro,res,11/14/2025,13:41:15,0,1,563
hipster,hipster,castro_res,mission,res,11/14/2025,13:41:15,0,2,563
i_don't_know,antitask,castro_res,castro,res,11/14/2025,13:42:41,0,1,564
eclectic,eclectic,castro_res,mission,res,11/14/2025,13:42:41,0,2,564
“the_hippest_place_for_restaurants”,food,castro_res,mission,res,11/14/2025,13:43:52,0,2,565
gay,gay,castro_res,castro,res,11/14/2025,13:43:52,0,1,565
eclectic,eclectic,castro_res,castro,res,11/14/2025,13:46:23,0,1,566
soulful,soulful,castro_res,mission,res,11/14/2025,13:46:23,0,2,566
a_mess,mess,castro_res,mission,res,11/14/2025,13:46:35,0,2,567
beautiful,beautiful,castro_res,castro,res,11/14/2025,13:46:35,0,1,567
eclectic,eclectic,castro_res,castro,res,11/14/2025,13:47:20,0,1,568
real,real,castro_res,mission,res,11/14/2025,13:47:20,0,2,568
gay,gay,castro_res,castro,res,11/14/2025,13:50:04,0,1,569
sunny,sunny,castro_res,mission,res,11/14/2025,13:50:04,1,2,569
gay,gay,castro_res,castro,res,11/14/2025,13:50:16,0,1,570
foodie,foodie,castro_res,mission,res,11/14/2025,13:50:16,1,2,570
the_castro,castro,castro_res,castro,res,11/14/2025,13:51:21,0,1,571
they_are_particular,particular,castro_res,mission,res,11/14/2025,13:51:21,1,2,571
we_go_there_sometimes,antitask,castro_res,mission,res,11/14/2025,13:52:31,1,2,572
vibrant,vibrant,castro_res,castro,res,11/14/2025,13:52:31,0,1,572
i_don’t_know,antitask,castro_res,mission,res,11/14/2025,13:53:16,0,2,573
gay,gay,castro_res,castro,res,11/14/2025,13:53:16,0,1,573
i_don’t_go_there_often,antitask,castro_res,mission,res,11/14/2025,13:54:14,0,2,574
eclectic,eclectic,castro_res,castro,res,11/14/2025,13:54:14,0,1,574
good_neighborhood,good,castro_res,castro,res,11/14/2025,13:54:53,1,1,575
vibrant,vibrant,castro_res,mission,res,11/14/2025,13:54:53,0,2,575
fun,fun,castro_res,castro,res,11/14/2025,13:56:04,0,1,576
shopping,shopping,castro_res,mission,res,11/14/2025,13:56:04,0,2,576
good_food,food,castro_res,mission,res,11/14/2025,13:57:07,0,2,577
fun,fun,castro_res,castro,res,11/14/2025,13:57:07,0,1,577
gay,gay,castro_res,castro,res,11/14/2025,13:59:41,0,1,578
latino,latino,castro_res,mission,res,11/14/2025,13:59:41,0,2,578
fun,fun,castro_res,castro,res,11/14/2025,14:00:42,0,1,579
fun,fun,castro_res,mission,res,11/14/2025,14:00:42,1,2,579
sexual_(i'm_straight_but_it's_a_gay_world_and_i'm_living_in_it),sexual,castro_res,castro,res,11/14/2025,14:01:02,1,1,580
cultural,cultural,castro_res,mission,res,11/14/2025,14:01:02,0,2,580
gay,gay,castro_res,castro,res,11/14/2025,14:03:23,0,1,581
gentrified,gentrified,castro_res,mission,res,11/14/2025,14:03:23,1,2,581
vibrant,vibrant,castro_res,castro,res,11/14/2025,14:03:48,0,1,582
same,vibrant,castro_res,mission,res,11/14/2025,14:03:48,0,2,582
gay,gay,castro_res,castro,res,11/14/2025,14:04:43,0,1,583
gentrified,gentrified,castro_res,mission,res,11/14/2025,14:04:43,0,2,583
gay,gay,castro_res,castro,res,11/14/2025,14:05:41,0,1,584
latino,latino,castro_res,mission,res,11/14/2025,14:05:41,1,2,584
gay,gay,castro_res,castro,res,11/14/2025,14:06:25,0,1,585
hispanic,hispanic,castro_res,mission,res,11/14/2025,14:06:25,0,2,585
gay,gay,castro_res,castro,res,11/14/2025,14:07:09,0,1,586
multicultural,multicultural,castro_res,mission,res,11/14/2025,14:07:09,1,2,586
vibrant,vibrant,castro_res,castro,res,11/14/2025,14:09:23,0,1,587
warm,warm,castro_res,mission,res,11/14/2025,14:09:23,0,2,587
i_dont_have_a_word_the_mission_is_the_mission,antitask,castro_res,mission,res,11/14/2025,14:09:48,0,2,588
gayborhood,gayborhood,castro_res,castro,res,11/14/2025,14:09:48,0,1,588
gay,gay,castro_res,castro,res,11/14/2025,14:11:50,0,1,589
eclectic,eclectic,castro_res,mission,res,11/14/2025,14:11:50,0,2,589
gay,gay,castro_res,castro,res,11/14/2025,14:13:47,0,1,590
vibrant,vibrant,castro_res,mission,res,11/14/2025,14:13:47,0,2,590
gay,gay,castro_res,castro,res,11/14/2025,14:14:27,0,1,591
restaurants,restaurants,castro_res,mission,res,11/14/2025,14:14:27,0,2,591
gay,gay,castro_res,castro,res,11/14/2025,14:14:54,0,1,592
restaurants,restaurants,castro_res,mission,res,11/14/2025,14:14:54,0,2,592
community,community,castro_res,castro,res,11/14/2025,14:16:33,0,1,593
vibrant,vibrant,castro_res,mission,res,11/14/2025,14:16:33,0,2,593
fun,fun,castro_res,castro,res,11/14/2025,14:16:54,0,1,594
hot,hot,castro_res,mission,res,11/14/2025,14:16:54,0,2,594
idyllic,idyllic,castro_res,castro,res,11/14/2025,14:18:26,0,1,595
hipster,hipster,castro_res,mission,res,11/14/2025,14:18:26,0,2,595
migrants_latino,latino,castro_res,mission,res,11/14/2025,14:20:59,0,2,596
gay,gay,castro_res,castro,res,11/14/2025,14:20:59,0,1,596
eclectic,eclectic,castro_res,castro,res,11/14/2025,14:24:30,0,1,597
burritos,burrito,castro_res,mission,res,11/14/2025,14:24:30,0,2,597
community,community,castro_res,castro,res,11/14/2025,14:25:13,0,1,598
gentrified,gentrified,castro_res,mission,res,11/14/2025,14:25:13,0,2,598
even_more_vibrant,vibrant,castro_res,mission,res,11/14/2025,14:25:49,0,2,599
vibrant,vibrant,castro_res,castro,res,11/14/2025,14:25:49,0,1,599
fun,fun,castro_res,castro,res,11/14/2025,14:28:03,0,1,600
fun,fun,castro_res,mission,res,11/14/2025,14:28:03,0,2,600
electric,electric,castro_res,castro,res,11/14/2025,14:29:07,0,1,601
burrito,burrito,castro_res,mission,res,11/14/2025,14:29:07,0,2,601
i_don’t_know,antitask,castro_res,castro,res,11/14/2025,14:29:18,0,1,602
sunnier,sunnier,castro_res,mission,res,11/14/2025,14:29:18,1,2,602
everything,everything,castro_res,castro,res,11/14/2025,14:29:38,0,1,603
grungy,grungy,castro_res,mission,res,11/14/2025,14:29:38,0,2,603
lively,lively,castro_res,castro,res,11/14/2025,14:34:06,0,1,604
lively,lively,castro_res,mission,res,11/14/2025,14:34:06,0,2,604
gay,gay,castro_res,castro,res,11/14/2025,14:35:45,0,1,605
latino,latino,castro_res,mission,res,11/14/2025,14:35:45,0,2,605
neighborly,neighborly,castro_res,castro,res,11/14/2025,14:37:11,0,1,606
vibrant,vibrant,castro_res,mission,res,11/14/2025,14:37:11,0,2,606
not_new_york,antitask,castro_res,mission,res,11/14/2025,14:42:29,0,2,607
gayghborhood,gayborhood,castro_res,castro,res,11/14/2025,14:42:29,0,1,607
pleasant,pleasant,castro_res,castro,res,11/14/2025,14:44:15,0,1,608
colorful,colorful,castro_res,mission,res,11/14/2025,14:44:15,0,2,608
gay,gay,castro_res,castro,res,11/14/2025,14:46:03,0,1,609
flavorful,flavorful,castro_res,mission,res,11/14/2025,14:46:03,0,2,609
i_don't_go_there,antitask,castro_res,mission,res,11/14/2025,14:46:36,0,2,610
fun,fun,castro_res,castro,res,11/14/2025,14:46:36,0,1,610
gay,gay,castro_res,castro,res,11/14/2025,14:48:05,0,1,611
latine,latino,castro_res,mission,res,11/14/2025,14:48:05,0,2,611
fun,fun,castro_res,castro,res,11/14/2025,14:49:45,0,1,612
fun,fun,castro_res,mission,res,11/14/2025,14:49:45,0,2,612
colorful,colorful,castro_res,castro,res,11/14/2025,14:52:10,0,1,613
vibrant,vibrant,castro_res,mission,res,11/14/2025,14:52:10,0,2,613
super_gay,gay,castro_res,castro,res,11/14/2025,14:52:59,0,1,614
i_don't_know,antitask,castro_res,mission,res,11/14/2025,14:52:59,0,2,614
colorful,colorful,castro_res,castro,res,11/14/2025,14:53:10,0,1,615
hefty,hefty,castro_res,mission,res,11/14/2025,14:53:10,1,2,615
the_mission,the_mission,castro_res,mission,res,11/14/2025,14:54:28,0,2,616
colorful,colorful,castro_res,castro,res,11/14/2025,14:54:28,0,1,616
community,community,castro_res,castro,res,11/14/2025,14:55:29,0,1,617
eclectic,eclectic,castro_res,mission,res,11/14/2025,14:55:29,1,2,617
i_don't_know,antitask,castro_res,mission,res,11/14/2025,14:56:03,0,2,618
castro,castro,castro_res,castro,res,11/14/2025,14:56:03,0,1,618
colorful,colorful,castro_res,castro,res,11/14/2025,14:57:22,0,1,619
artsy,artsy,castro_res,mission,res,11/14/2025,14:57:22,0,2,619
a_mess,messy,castro_res,castro,res,11/14/2025,15:03:49,0,1,620
a_mess,messy,castro_res,mission,res,11/14/2025,15:03:49,0,2,620
gay,gay,castro_res,castro,res,11/14/2025,15:04:18,0,1,621
eclectic,eclectic,castro_res,mission,res,11/14/2025,15:04:18,0,2,621
even_more_lively,lively,castro_res,mission,res,11/14/2025,15:05:11,0,2,622
lively,lively,castro_res,castro,res,11/14/2025,15:05:11,0,1,622
gay,gay,castro_res,castro,res,11/14/2025,15:06:46,0,1,623
gentrified,gentrified,castro_res,mission,res,11/14/2025,15:06:46,0,2,623
home_(but_less_so),home,castro_res,mission,res,11/14/2025,15:06:49,0,2,624
home,home,castro_res,castro,res,11/14/2025,15:06:49,0,1,624
“beautiful_in_spanish”,beautiful,castro_res,mission,res,11/14/2025,15:09:12,1,2,625
colorful,colorful,castro_res,castro,res,11/14/2025,15:09:12,0,1,625
vibrant,vibrant,castro_res,castro,res,11/14/2025,15:11:10,0,1,626
active,active,castro_res,mission,res,11/14/2025,15:11:10,0,2,626
good,good,castro_res,castro,res,11/14/2025,15:12:31,0,1,627
fun,fun,castro_res,mission,res,11/14/2025,15:12:31,1,2,627
gay,gay,castro_res,castro,res,11/14/2025,15:13:26,0,1,628
fun,fun,castro_res,mission,res,11/14/2025,15:13:26,0,2,628
chaos,chaotic,castro_res,castro,res,11/14/2025,15:15:04,0,1,629
gentrified,gentrified,castro_res,mission,res,11/14/2025,15:15:04,0,2,629
colorful,colorful,castro_res,castro,res,11/14/2025,15:17:37,0,1,630
crowded,crowded,castro_res,mission,res,11/14/2025,15:17:37,0,2,630
dead,dead,castro_res,castro,res,11/14/2025,15:18:53,0,1,631
lively,lively,castro_res,mission,res,11/14/2025,15:18:53,0,2,631
fantastic,fantastic,castro_res,castro,res,11/14/2025,15:24:32,0,1,632
eclectic,eclectic,castro_res,mission,res,11/14/2025,15:24:32,0,2,632
warm,warm,castro_res,castro,res,11/14/2025,15:25:28,0,1,633
edgy,edgy,castro_res,mission,res,11/14/2025,15:25:28,0,2,633
good_food,food,castro_res,mission,res,11/14/2025,15:27:41,0,2,634
fun,fun,castro_res,castro,res,11/14/2025,15:27:41,0,1,634
friendly,friendly,castro_res,castro,res,11/14/2025,15:30:07,0,1,635
delicious,delicious,castro_res,mission,res,11/14/2025,15:30:07,1,2,635
heart_of_the_city,vibrant,castro_res,mission,res,11/14/2025,15:31:41,1,2,636
fun-loving,fun-loving,castro_res,castro,res,11/14/2025,15:31:41,0,1,636
