index,response,clean_response,fieldsite,response_site,participants,date,collect_time,slow,order,pair_id,category
927,okay,okay,mission_res,mission,res,11/14/2025,12:44:06,1.0,2,464,other
928,i_don’t_know,antitask,mission_res,mission,res,11/14/2025,12:45:21,0.0,2,465,antitask
929,colorful,colorful,mission_res,castro,res,11/14/2025,12:45:21,0.0,1,465,diverse
930,rainbow,rainbow,mission_res,castro,res,11/14/2025,12:47:07,0.0,1,466,gay
931,fun,fun,mission_res,mission,res,11/14/2025,12:47:07,1.0,2,466,fun
932,gay,gay,mission_res,castro,res,11/14/2025,12:49:23,0.0,1,467,gay
933,different,different,mission_res,mission,res,11/14/2025,12:49:23,1.0,2,467,diverse
934,i_don’t_know,antitask,mission_res,mission,res,11/14/2025,12:51:02,1.0,2,468,antitask
935,gay,gay,mission_res,castro,res,11/14/2025,12:51:02,0.0,1,468,gay
936,colorful,colorful,mission_res,castro,res,11/14/2025,12:52:01,0.0,1,469,diverse
937,diverse,diverse,mission_res,mission,res,11/14/2025,12:52:01,1.0,2,469,diverse
938,fun,fun,mission_res,castro,res,11/14/2025,12:54:00,0.0,1,470,fun
939,fun,fun,mission_res,mission,res,11/14/2025,12:54:00,0.0,2,470,fun
940,even_more_fun,fun,mission_res,mission,res,11/14/2025,12:54:36,0.0,2,471,fun
941,fun,fun,mission_res,castro,res,11/14/2025,12:54:36,0.0,1,471,fun
942,wild,wild,mission_res,castro,res,11/14/2025,12:55:24,1.0,1,472,chaotic
943,food,food,mission_res,mission,res,11/14/2025,12:55:24,0.0,2,472,food
944,gay,gay,mission_res,castro,res,11/14/2025,12:55:47,0.0,1,473,gay
945,diverse,diverse,mission_res,mission,res,11/14/2025,12:55:47,1.0,2,473,diverse
946,no_tengo_mal_pensamiento,euphemism,mission_res,castro,res,11/14/2025,12:56:42,0.0,1,474,other
947,fue_muy_bonita_para_el_latino,latino,mission_res,mission,res,11/14/2025,12:56:42,0.0,2,474,latino
948,gay,gay,mission_res,castro,res,11/14/2025,12:58:28,0.0,1,475,gay
949,home,home,mission_res,mission,res,11/14/2025,12:58:28,0.0,2,475,community
950,gay,gay,mission_res,castro,res,11/14/2025,13:00:11,0.0,1,476,gay
951,fun,fun,mission_res,mission,res,11/14/2025,13:00:11,0.0,2,476,fun
952,gay,gay,mission_res,castro,res,11/14/2025,13:00:49,0.0,1,477,gay
953,cultural,cultural,mission_res,mission,res,11/14/2025,13:00:49,0.0,2,477,diverse
954,gay,gay,mission_res,castro,vis,11/14/2025,20:45:05,0.0,1,478,gay
955,food,food,mission_res,mission,vis,11/14/2025,20:45:05,0.0,2,478,food
956,multitude,multitude,castro_vis,castro,vis,11/14/2025,20:46:12,0.0,1,479,diverse
957,burrito,burrito,castro_vis,mission,vis,11/14/2025,20:46:12,0.0,2,479,food
958,gay,gay,castro_vis,castro,vis,11/14/2025,20:46:31,0.0,1,480,gay
959,latina,latino,castro_vis,mission,vis,11/14/2025,20:46:31,0.0,2,480,latino
960,fun,fun,castro_vis,castro,vis,11/14/2025,20:47:13,0.0,1,481,fun
961,latin,latino,castro_vis,mission,vis,11/14/2025,20:47:13,0.0,2,481,latino
962,gay,gay,castro_vis,castro,vis,11/14/2025,20:47:20,0.0,1,482,gay
963,diverse,diverse,castro_vis,mission,vis,11/14/2025,20:47:20,0.0,2,482,diverse
964,gay,gay,castro_vis,castro,vis,11/14/2025,20:47:31,0.0,1,483,gay
965,cultural,cultural,castro_vis,mission,vis,11/14/2025,20:47:31,0.0,2,483,diverse
966,vibrant,vibrant,castro_vis,castro,vis,11/14/2025,20:47:52,0.0,1,484,fun
967,culture,culture,castro_vis,mission,vis,11/14/2025,20:47:52,0.0,2,484,diverse
968,gay,gay,castro_vis,castro,vis,11/14/2025,20:48:43,0.0,1,485,gay
969,poop,poop,castro_vis,mission,vis,11/14/2025,20:48:43,0.0,2,485,gritty
970,touristy,tourists,castro_vis,castro,vis,11/14/2025,20:48:58,0.0,1,486,other
971,cultural,cultural,castro_vis,mission,vis,11/14/2025,20:48:58,0.0,2,486,diverse
972,helpful_historical,helpful,castro_vis,mission,vis,11/14/2025,20:49:20,0.0,2,487,community
973,queer,queer,castro_vis,castro,vis,11/14/2025,20:49:20,0.0,1,487,gay
974,rainbow,rainbow,castro_vis,castro,vis,11/14/2025,20:49:36,0.0,1,488,gay
975,hipster,hipster,castro_vis,mission,vis,11/14/2025,20:49:36,0.0,2,488,gentrified
976,good_food,food,castro_vis,mission,vis,11/14/2025,20:50:02,0.0,2,489,food
977,fun,fun,castro_vis,castro,vis,11/14/2025,20:50:02,0.0,1,489,fun
978,vibrant,vibrant,castro_vis,castro,vis,11/14/2025,20:50:13,0.0,1,490,fun
979,wild,wild,castro_vis,mission,vis,11/14/2025,20:50:13,0.0,2,490,chaotic
980,fun,fun,castro_vis,castro,vis,11/14/2025,20:51:12,0.0,1,491,fun
981,fun,fun,castro_vis,mission,vis,11/14/2025,20:51:12,0.0,2,491,fun
982,fun,fun,castro_vis,castro,vis,11/14/2025,20:51:28,0.0,1,492,fun
983,fun,fun,castro_vis,mission,vis,11/14/2025,20:51:28,0.0,2,492,fun
984,quaint,quaint,castro_vis,castro,vis,11/14/2025,20:51:46,0.0,1,493,nice
985,na,antitask,castro_vis,mission,vis,11/14/2025,20:51:46,0.0,2,493,antitask
986,gay,gay,castro_vis,castro,vis,11/14/2025,20:52:12,0.0,1,494,gay
987,latino,latino,castro_vis,mission,vis,11/14/2025,20:52:12,0.0,2,494,latino
988,pretty_gay,gay,castro_vis,mission,vis,11/14/2025,20:52:29,0.0,2,495,gay
989,gay,gay,castro_vis,castro,vis,11/14/2025,20:52:29,0.0,1,495,gay
990,gay,gay,castro_vis,castro,vis,11/14/2025,20:53:21,0.0,1,496,gay
991,young,young,castro_vis,mission,vis,11/14/2025,20:53:21,0.0,2,496,young
992,crowded,crowded,castro_vis,castro,vis,11/14/2025,20:53:29,0.0,1,497,chaotic
993,dangerous,dangerous,castro_vis,mission,vis,11/14/2025,20:53:29,0.0,2,497,gritty
994,la_rasa,rasa,castro_vis,mission,vis,11/14/2025,20:54:30,0.0,2,498,other
995,gay,gay,castro_vis,castro,vis,11/14/2025,20:54:30,0.0,1,498,gay
996,iconic,iconic,castro_vis,castro,vis,11/14/2025,20:54:40,0.0,1,499,special
997,home,home,castro_vis,mission,vis,11/14/2025,20:54:40,0.0,2,499,community
998,blended,blended,castro_vis,castro,vis,11/14/2025,20:55:20,0.0,1,500,diverse
999,spicy,spicy,castro_vis,mission,vis,11/14/2025,20:55:20,0.0,2,500,diverse
1000,envigorating,envigorating,castro_vis,castro,vis,11/14/2025,20:56:08,0.0,1,501,fun
1001,culture,culture,castro_vis,mission,vis,11/14/2025,20:56:08,0.0,2,501,diverse
1002,working_class,working_class,castro_vis,mission,vis,11/14/2025,20:57:00,0.0,2,502,other
1003,eclectic,eclectic,castro_vis,castro,vis,11/14/2025,20:57:00,0.0,1,502,special
1004,nice_beautiful_good_food,nice,castro_vis,mission,vis,11/14/2025,20:58:16,0.0,2,503,nice
1005,amazing,amazing,castro_vis,castro,vis,11/14/2025,20:58:16,0.0,1,503,fun
1006,lively,lively,castro_vis,castro,vis,11/14/2025,20:58:19,0.0,1,504,fun
1007,cultural,cultural,castro_vis,mission,vis,11/14/2025,20:58:19,0.0,2,504,diverse
1008,gay,gay,castro_vis,castro,vis,11/14/2025,21:00:03,0.0,1,505,gay
1009,gritty,gritty,castro_vis,mission,vis,11/14/2025,21:00:03,0.0,2,505,gritty
1010,open,open,castro_vis,castro,vis,11/14/2025,21:01:12,1.0,1,506,open
1011,flamboyant,flamboyant,castro_vis,mission,vis,11/14/2025,21:01:12,1.0,2,506,gay
1012,vibrant,vibrant,castro_vis,castro,vis,11/14/2025,21:01:35,0.0,1,507,fun
1013,na,antitask,castro_vis,mission,vis,11/14/2025,21:01:35,0.0,2,507,antitask
1014,lively,lively,castro_vis,castro,vis,11/14/2025,21:01:51,0.0,1,508,fun
1015,classic,classic,castro_vis,mission,vis,11/14/2025,21:01:51,0.0,2,508,special
1016,gay,gay,castro_vis,castro,vis,11/14/2025,21:03:08,0.0,1,509,gay
1017,food,food,castro_vis,mission,vis,11/14/2025,21:03:08,0.0,2,509,food
1018,lively,lively,castro_vis,castro,vis,11/14/2025,21:03:59,0.0,1,510,fun
1019,bars,bars,castro_vis,mission,vis,11/14/2025,21:03:59,0.0,2,510,institutions
1020,gay,gay,castro_vis,castro,vis,11/14/2025,21:04:46,0.0,1,511,gay
1021,mexican,mexican,castro_vis,mission,vis,11/14/2025,21:04:46,0.0,2,511,latino
1022,political,political,castro_vis,castro,vis,11/14/2025,21:05:35,1.0,1,512,open
1023,diverse,diverse,castro_vis,mission,vis,11/14/2025,21:05:35,0.0,2,512,diverse
1024,alive,alive,castro_vis,castro,vis,11/14/2025,21:06:23,0.0,1,513,nice
1025,flamboyant,flamboyant,castro_vis,mission,vis,11/14/2025,21:06:23,1.0,2,513,gay
1026,gay,gay,castro_vis,castro,vis,11/14/2025,21:06:31,0.0,1,514,gay
1027,fun,fun,castro_vis,mission,vis,11/14/2025,21:06:31,0.0,2,514,fun
1028,gay,gay,castro_vis,castro,vis,11/14/2025,21:07:32,0.0,1,515,gay
1029,walking,walking,castro_vis,mission,vis,11/14/2025,21:07:32,0.0,2,515,actions
1030,gay,gay,castro_vis,castro,vis,11/14/2025,21:08:05,0.0,1,516,gay
1031,colorful,colorful,castro_vis,mission,vis,11/14/2025,21:08:05,0.0,2,516,diverse
1032,gay_as_a_goose,gay,castro_vis,castro,vis,11/14/2025,21:08:42,0.0,1,517,gay
1033,español,español,castro_vis,mission,vis,11/14/2025,21:08:42,0.0,2,517,latino
1034,queer,queer,castro_vis,castro,vis,11/14/2025,21:08:58,0.0,1,518,gay
1035,hola,hola,castro_vis,mission,vis,11/14/2025,21:08:58,0.0,2,518,latino
1036,gay,gay,castro_vis,castro,vis,11/14/2025,21:09:19,0.0,1,519,gay
1037,culture,culture,castro_vis,mission,vis,11/14/2025,21:09:19,0.0,2,519,diverse
1038,plain,plain,castro_vis,castro,vis,11/14/2025,21:10:10,0.0,1,520,normative
1039,food,food,castro_vis,mission,vis,11/14/2025,21:10:10,0.0,2,520,food
1040,dead,dead,castro_vis,castro,vis,11/14/2025,21:12:01,0.0,1,521,boring
1041,na,antitask,castro_vis,mission,vis,11/14/2025,21:12:01,0.0,2,521,antitask
1042,fun,fun,castro_vis,castro,vis,11/14/2025,21:12:14,0.0,1,522,fun
1043,chaotic,chaotic,castro_vis,mission,vis,11/14/2025,21:12:14,0.0,2,522,chaotic
1044,fun_and_diverse,fun,castro_vis,mission,vis,11/14/2025,21:13:32,0.0,2,523,fun
1045,festive,festive,castro_vis,castro,vis,11/14/2025,21:13:32,1.0,1,523,fun
1046,fun,fun,castro_vis,castro,vis,11/14/2025,21:14:07,0.0,1,524,fun
1047,fun,fun,castro_vis,mission,vis,11/14/2025,21:14:07,0.0,2,524,fun
1048,diverse,diverse,castro_vis,castro,vis,11/14/2025,21:14:50,0.0,1,525,diverse
1049,diverse,diverse,castro_vis,mission,vis,11/14/2025,21:14:50,0.0,2,525,diverse
1050,gay,gay,castro_vis,castro,vis,11/14/2025,21:15:39,0.0,1,526,gay
1051,mexican,mexican,castro_vis,mission,vis,11/14/2025,21:15:39,0.0,2,526,latino
1052,gay,gay,castro_vis,castro,vis,11/14/2025,21:16:55,0.0,1,527,gay
1053,culture,culture,castro_vis,mission,vis,11/14/2025,21:16:55,0.0,2,527,diverse
1054,wild,wild,castro_vis,castro,vis,11/14/2025,21:16:57,0.0,1,528,chaotic
1055,chill,chill,castro_vis,mission,vis,11/14/2025,21:16:57,0.0,2,528,nice
1056,wondrous,wondrous,castro_vis,castro,vis,11/14/2025,21:19:04,0.0,1,529,nice
1057,fabulous,fabulous,castro_vis,mission,vis,11/14/2025,21:19:04,0.0,2,529,gay
1058,lively,lively,castro_vis,castro,vis,11/14/2025,21:20:01,0.0,1,530,fun
1059,cultural,cultural,castro_vis,mission,vis,11/14/2025,21:20:01,0.0,2,530,diverse
1060,gay,gay,castro_vis,castro,vis,11/14/2025,21:20:08,0.0,1,531,gay
1061,hispanic,hispanic,castro_vis,mission,vis,11/14/2025,21:20:08,0.0,2,531,latino
1062,gay,gay,castro_vis,castro,vis,11/14/2025,21:21:22,0.0,1,532,gay
1063,artsy,artsy,castro_vis,mission,vis,11/14/2025,21:21:22,0.0,2,532,special
1064,gay,gay,castro_vis,castro,vis,11/14/2025,21:21:25,0.0,1,533,gay
1065,alot,alot,castro_vis,mission,vis,11/14/2025,21:21:25,0.0,2,533,chaotic
1066,bountiful,bountiful,castro_vis,castro,vis,11/14/2025,21:22:19,0.0,1,534,sexual
1067,pig,pig,castro_vis,mission,vis,11/14/2025,21:22:19,0.0,2,534,other
1068,vibrant,vibrant,castro_vis,castro,vis,11/14/2025,21:23:31,0.0,1,535,fun
1069,multicultural,multicultural,castro_vis,mission,vis,11/14/2025,21:23:31,0.0,2,535,diverse
1070,bright,bright,castro_vis,castro,vis,11/14/2025,21:23:59,1.0,1,536,nice
1071,burritos,burrito,castro_vis,mission,vis,11/14/2025,21:23:59,0.0,2,536,food
1072,fun,fun,castro_vis,castro,vis,11/14/2025,21:24:49,0.0,1,537,fun
1073,edgy,edgy,castro_vis,mission,vis,11/14/2025,21:24:49,0.0,2,537,gritty
1074,gay,gay,castro_vis,castro,vis,11/14/2025,21:25:39,0.0,1,538,gay
1075,intriguing,intriguing,castro_vis,mission,vis,11/14/2025,21:25:39,0.0,2,538,special
1076,gay,gay,castro_vis,castro,vis,11/14/2025,21:25:53,0.0,1,539,gay
1077,authentic,authentic,castro_vis,mission,vis,11/14/2025,21:25:53,0.0,2,539,special
1078,faggots,faggots,castro_vis,castro,vis,11/14/2025,21:26:24,0.0,1,540,gay
1079,mexicans,mexican,castro_vis,mission,vis,11/14/2025,21:26:24,0.0,2,540,latino
1080,gay,gay,castro_vis,castro,vis,11/14/2025,21:26:29,0.0,1,541,gay
1081,latinos,latino,castro_vis,mission,vis,11/14/2025,21:26:29,1.0,2,541,latino
1082,good_food,food,castro_vis,mission,vis,11/14/2025,21:26:56,0.0,2,542,food
1083,fabulous,fabulous,castro_vis,castro,vis,11/14/2025,21:26:56,0.0,1,542,gay
1084,unique,unique,castro_vis,castro,vis,11/14/2025,21:27:24,0.0,1,543,other
1085,expensive,expensive,castro_vis,mission,vis,11/14/2025,21:27:24,0.0,2,543,gentrified
1086,gay,gay,castro_vis,castro,vis,11/14/2025,21:28:01,0.0,1,544,gay
1087,cozy,cozy,castro_vis,mission,vis,11/14/2025,21:28:01,0.0,2,544,nice
1088,real,real,castro_vis,castro,vis,11/14/2025,21:28:08,0.0,1,545,special
1089,grimy,grimy,castro_vis,mission,vis,11/14/2025,21:28:08,0.0,2,545,gritty
1090,unity,unity,castro_vis,castro,vis,11/14/2025,21:28:15,1.0,1,546,community
1091,gentrification,gentrified,castro_vis,mission,vis,11/14/2025,21:28:15,1.0,2,546,gentrified
1092,new,new,castro_vis,castro,vis,11/14/2025,21:28:59,0.0,1,547,change
1093,colorful,colorful,castro_vis,mission,vis,11/14/2025,21:28:59,0.0,2,547,diverse
1094,slut,slut,castro_vis,castro,vis,11/14/2025,21:30:06,0.0,1,548,sexual
1095,gross,gross,castro_vis,mission,vis,11/14/2025,21:30:06,0.0,2,548,bad
1096,fun,fun,castro_vis,castro,vis,11/14/2025,21:30:30,0.0,1,549,fun
1097,delicious,delicious,castro_vis,mission,vis,11/14/2025,21:30:30,0.0,2,549,food
1098,fun,fun,castro_vis,castro,vis,11/14/2025,21:31:19,0.0,1,550,fun
1099,delightful,delightful,castro_vis,mission,vis,11/14/2025,21:31:19,0.0,2,550,fun
1100,elaborate,elaborate,castro_vis,castro,vis,11/14/2025,21:32:09,0.0,1,551,other
1101,extravagant,extravagant,castro_vis,mission,vis,11/14/2025,21:32:09,0.0,2,551,gentrified
1102,fun,fun,castro_vis,castro,vis,11/14/2025,21:32:50,0.0,1,552,fun
1103,amazing,amazing,castro_vis,mission,vis,11/14/2025,21:32:50,0.0,2,552,fun
1104,frisky,frisky,castro_vis,castro,vis,11/14/2025,21:33:11,0.0,1,553,sexual
1105,fucking,fucking,castro_vis,mission,vis,11/14/2025,21:33:11,1.0,2,553,sexual
1106,alive,alive,castro_vis,castro,vis,11/14/2025,21:33:24,0.0,1,554,nice
1107,festive,festive,castro_vis,mission,vis,11/14/2025,21:33:24,0.0,2,554,fun
1108,fabulous,fabulous,castro_vis,castro,vis,11/14/2025,21:33:52,0.0,1,555,gay
1109,cool,cool,castro_vis,mission,vis,11/14/2025,21:33:52,0.0,2,555,nice
1110,joyous,joyous,castro_vis,castro,vis,11/14/2025,21:35:00,0.0,1,556,fun
1111,chaotic,chaotic,castro_vis,mission,vis,11/14/2025,21:35:00,0.0,2,556,chaotic
1112,gay,gay,castro_vis,castro,vis,11/14/2025,21:36:48,0.0,1,557,gay
1113,fun,fun,castro_vis,mission,vis,11/14/2025,21:36:48,0.0,2,557,fun
1114,gay,gay,castro_vis,castro,res,11/14/2025,13:32:35,0.0,1,558,gay
1115,cozy,cozy,castro_vis,mission,res,11/14/2025,13:32:35,0.0,2,558,nice
1116,gay,gay,castro_res,castro,res,11/14/2025,13:35:49,0.0,1,559,gay
1117,washed,washed,castro_res,mission,res,11/14/2025,13:35:49,1.0,2,559,normative
1118,colorful,colorful,castro_res,castro,res,11/14/2025,13:37:34,0.0,1,560,diverse
1119,grungy,grungy,castro_res,mission,res,11/14/2025,13:37:34,1.0,2,560,gritty
1120,eclectic,eclectic,castro_res,castro,res,11/14/2025,13:38:34,0.0,1,561,special
1121,flavorful,flavorful,castro_res,mission,res,11/14/2025,13:38:34,0.0,2,561,diverse
1122,freedom,freedom,castro_res,castro,res,11/14/2025,13:40:18,0.0,1,562,open
1123,bustling,bustling,castro_res,mission,res,11/14/2025,13:40:18,1.0,2,562,chaotic
1124,gay,gay,castro_res,castro,res,11/14/2025,13:41:15,0.0,1,563,gay
1125,hipster,hipster,castro_res,mission,res,11/14/2025,13:41:15,0.0,2,563,gentrified
1126,i_don't_know,antitask,castro_res,castro,res,11/14/2025,13:42:41,0.0,1,564,antitask
1127,eclectic,eclectic,castro_res,mission,res,11/14/2025,13:42:41,0.0,2,564,special
1128,“the_hippest_place_for_restaurants”,food,castro_res,mission,res,11/14/2025,13:43:52,0.0,2,565,food
1129,gay,gay,castro_res,castro,res,11/14/2025,13:43:52,0.0,1,565,gay
1130,eclectic,eclectic,castro_res,castro,res,11/14/2025,13:46:23,0.0,1,566,special
1131,soulful,soulful,castro_res,mission,res,11/14/2025,13:46:23,0.0,2,566,special
1132,a_mess,mess,castro_res,mission,res,11/14/2025,13:46:35,0.0,2,567,chaotic
1133,beautiful,beautiful,castro_res,castro,res,11/14/2025,13:46:35,0.0,1,567,nice
1134,eclectic,eclectic,castro_res,castro,res,11/14/2025,13:47:20,0.0,1,568,special
1135,real,real,castro_res,mission,res,11/14/2025,13:47:20,0.0,2,568,special
1136,gay,gay,castro_res,castro,res,11/14/2025,13:50:04,0.0,1,569,gay
1137,sunny,sunny,castro_res,mission,res,11/14/2025,13:50:04,1.0,2,569,weather
1138,gay,gay,castro_res,castro,res,11/14/2025,13:50:16,0.0,1,570,gay
1139,foodie,foodie,castro_res,mission,res,11/14/2025,13:50:16,1.0,2,570,food
1140,the_castro,castro,castro_res,castro,res,11/14/2025,13:51:21,0.0,1,571,geography
1141,they_are_particular,particular,castro_res,mission,res,11/14/2025,13:51:21,1.0,2,571,special
1142,we_go_there_sometimes,antitask,castro_res,mission,res,11/14/2025,13:52:31,1.0,2,572,antitask
1143,vibrant,vibrant,castro_res,castro,res,11/14/2025,13:52:31,0.0,1,572,fun
1144,i_don’t_know,antitask,castro_res,mission,res,11/14/2025,13:53:16,0.0,2,573,antitask
1145,gay,gay,castro_res,castro,res,11/14/2025,13:53:16,0.0,1,573,gay
1146,i_don’t_go_there_often,antitask,castro_res,mission,res,11/14/2025,13:54:14,0.0,2,574,antitask
1147,eclectic,eclectic,castro_res,castro,res,11/14/2025,13:54:14,0.0,1,574,special
1148,good_neighborhood,good,castro_res,castro,res,11/14/2025,13:54:53,1.0,1,575,nice
1149,vibrant,vibrant,castro_res,mission,res,11/14/2025,13:54:53,0.0,2,575,fun
1150,fun,fun,castro_res,castro,res,11/14/2025,13:56:04,0.0,1,576,fun
1151,shopping,shopping,castro_res,mission,res,11/14/2025,13:56:04,0.0,2,576,gentrified
1152,good_food,food,castro_res,mission,res,11/14/2025,13:57:07,0.0,2,577,food
1153,fun,fun,castro_res,castro,res,11/14/2025,13:57:07,0.0,1,577,fun
1154,gay,gay,castro_res,castro,res,11/14/2025,13:59:41,0.0,1,578,gay
1155,latino,latino,castro_res,mission,res,11/14/2025,13:59:41,0.0,2,578,latino
1156,fun,fun,castro_res,castro,res,11/14/2025,14:00:42,0.0,1,579,fun
1157,fun,fun,castro_res,mission,res,11/14/2025,14:00:42,1.0,2,579,fun
1158,sexual_(i'm_straight_but_it's_a_gay_world_and_i'm_living_in_it),sexual,castro_res,castro,res,11/14/2025,14:01:02,1.0,1,580,sexual
1159,cultural,cultural,castro_res,mission,res,11/14/2025,14:01:02,0.0,2,580,diverse
1160,gay,gay,castro_res,castro,res,11/14/2025,14:03:23,0.0,1,581,gay
1161,gentrified,gentrified,castro_res,mission,res,11/14/2025,14:03:23,1.0,2,581,gentrified
1162,vibrant,vibrant,castro_res,castro,res,11/14/2025,14:03:48,0.0,1,582,fun
1163,same,vibrant,castro_res,mission,res,11/14/2025,14:03:48,0.0,2,582,fun
1164,gay,gay,castro_res,castro,res,11/14/2025,14:04:43,0.0,1,583,gay
1165,gentrified,gentrified,castro_res,mission,res,11/14/2025,14:04:43,0.0,2,583,gentrified
1166,gay,gay,castro_res,castro,res,11/14/2025,14:05:41,0.0,1,584,gay
1167,latino,latino,castro_res,mission,res,11/14/2025,14:05:41,1.0,2,584,latino
1168,gay,gay,castro_res,castro,res,11/14/2025,14:06:25,0.0,1,585,gay
1169,hispanic,hispanic,castro_res,mission,res,11/14/2025,14:06:25,0.0,2,585,latino
1170,gay,gay,castro_res,castro,res,11/14/2025,14:07:09,0.0,1,586,gay
1171,multicultural,multicultural,castro_res,mission,res,11/14/2025,14:07:09,1.0,2,586,diverse
1172,vibrant,vibrant,castro_res,castro,res,11/14/2025,14:09:23,0.0,1,587,fun
1173,warm,warm,castro_res,mission,res,11/14/2025,14:09:23,0.0,2,587,nice
1174,i_dont_have_a_word_the_mission_is_the_mission,antitask,castro_res,mission,res,11/14/2025,14:09:48,0.0,2,588,antitask
1175,gayborhood,gayborhood,castro_res,castro,res,11/14/2025,14:09:48,0.0,1,588,gay
1176,gay,gay,castro_res,castro,res,11/14/2025,14:11:50,0.0,1,589,gay
1177,eclectic,eclectic,castro_res,mission,res,11/14/2025,14:11:50,0.0,2,589,special
1178,gay,gay,castro_res,castro,res,11/14/2025,14:13:47,0.0,1,590,gay
1179,vibrant,vibrant,castro_res,mission,res,11/14/2025,14:13:47,0.0,2,590,fun
1180,gay,gay,castro_res,castro,res,11/14/2025,14:14:27,0.0,1,591,gay
1181,restaurants,restaurants,castro_res,mission,res,11/14/2025,14:14:27,0.0,2,591,other
1182,gay,gay,castro_res,castro,res,11/14/2025,14:14:54,0.0,1,592,gay
1183,restaurants,restaurants,castro_res,mission,res,11/14/2025,14:14:54,0.0,2,592,other
1184,community,community,castro_res,castro,res,11/14/2025,14:16:33,0.0,1,593,community
1185,vibrant,vibrant,castro_res,mission,res,11/14/2025,14:16:33,0.0,2,593,fun
1186,fun,fun,castro_res,castro,res,11/14/2025,14:16:54,0.0,1,594,fun
1187,hot,hot,castro_res,mission,res,11/14/2025,14:16:54,0.0,2,594,weather
1188,idyllic,idyllic,castro_res,castro,res,11/14/2025,14:18:26,0.0,1,595,nice
1189,hipster,hipster,castro_res,mission,res,11/14/2025,14:18:26,0.0,2,595,gentrified
1190,migrants_latino,latino,castro_res,mission,res,11/14/2025,14:20:59,0.0,2,596,latino
1191,gay,gay,castro_res,castro,res,11/14/2025,14:20:59,0.0,1,596,gay
1192,eclectic,eclectic,castro_res,castro,res,11/14/2025,14:24:30,0.0,1,597,special
1193,burritos,burrito,castro_res,mission,res,11/14/2025,14:24:30,0.0,2,597,food
1194,community,community,castro_res,castro,res,11/14/2025,14:25:13,0.0,1,598,community
1195,gentrified,gentrified,castro_res,mission,res,11/14/2025,14:25:13,0.0,2,598,gentrified
1196,even_more_vibrant,vibrant,castro_res,mission,res,11/14/2025,14:25:49,0.0,2,599,fun
1197,vibrant,vibrant,castro_res,castro,res,11/14/2025,14:25:49,0.0,1,599,fun
1198,fun,fun,castro_res,castro,res,11/14/2025,14:28:03,0.0,1,600,fun
1199,fun,fun,castro_res,mission,res,11/14/2025,14:28:03,0.0,2,600,fun
1200,electric,electric,castro_res,castro,res,11/14/2025,14:29:07,0.0,1,601,fun
1201,burrito,burrito,castro_res,mission,res,11/14/2025,14:29:07,0.0,2,601,food
1202,i_don’t_know,antitask,castro_res,castro,res,11/14/2025,14:29:18,0.0,1,602,antitask
1203,sunnier,sunnier,castro_res,mission,res,11/14/2025,14:29:18,1.0,2,602,weather
1204,everything,everything,castro_res,castro,res,11/14/2025,14:29:38,0.0,1,603,other
1205,grungy,grungy,castro_res,mission,res,11/14/2025,14:29:38,0.0,2,603,gritty
1206,lively,lively,castro_res,castro,res,11/14/2025,14:34:06,0.0,1,604,fun
1207,lively,lively,castro_res,mission,res,11/14/2025,14:34:06,0.0,2,604,fun
1208,gay,gay,castro_res,castro,res,11/14/2025,14:35:45,0.0,1,605,gay
1209,latino,latino,castro_res,mission,res,11/14/2025,14:35:45,0.0,2,605,latino
1210,neighborly,neighborly,castro_res,castro,res,11/14/2025,14:37:11,0.0,1,606,community
1211,vibrant,vibrant,castro_res,mission,res,11/14/2025,14:37:11,0.0,2,606,fun
1212,not_new_york,antitask,castro_res,mission,res,11/14/2025,14:42:29,0.0,2,607,antitask
1213,gayghborhood,gayborhood,castro_res,castro,res,11/14/2025,14:42:29,0.0,1,607,gay
1214,pleasant,pleasant,castro_res,castro,res,11/14/2025,14:44:15,0.0,1,608,nice
1215,colorful,colorful,castro_res,mission,res,11/14/2025,14:44:15,0.0,2,608,diverse
1216,gay,gay,castro_res,castro,res,11/14/2025,14:46:03,0.0,1,609,gay
1217,flavorful,flavorful,castro_res,mission,res,11/14/2025,14:46:03,0.0,2,609,diverse
1218,i_don't_go_there,antitask,castro_res,mission,res,11/14/2025,14:46:36,0.0,2,610,antitask
1219,fun,fun,castro_res,castro,res,11/14/2025,14:46:36,0.0,1,610,fun
1220,gay,gay,castro_res,castro,res,11/14/2025,14:48:05,0.0,1,611,gay
1221,latine,latino,castro_res,mission,res,11/14/2025,14:48:05,0.0,2,611,latino
1222,fun,fun,castro_res,castro,res,11/14/2025,14:49:45,0.0,1,612,fun
1223,fun,fun,castro_res,mission,res,11/14/2025,14:49:45,0.0,2,612,fun
1224,colorful,colorful,castro_res,castro,res,11/14/2025,14:52:10,0.0,1,613,diverse
1225,vibrant,vibrant,castro_res,mission,res,11/14/2025,14:52:10,0.0,2,613,fun
1226,super_gay,gay,castro_res,castro,res,11/14/2025,14:52:59,0.0,1,614,gay
1227,i_don't_know,antitask,castro_res,mission,res,11/14/2025,14:52:59,0.0,2,614,antitask
1228,colorful,colorful,castro_res,castro,res,11/14/2025,14:53:10,0.0,1,615,diverse
1229,hefty,hefty,castro_res,mission,res,11/14/2025,14:53:10,1.0,2,615,geography
1230,the_mission,the_mission,castro_res,mission,res,11/14/2025,14:54:28,0.0,2,616,geography
